Date,Open,High,Low,Close,Volume,Change
2019-01-02,39400,39400,38550,38750,7847664,0.0012919896640826156
2019-01-03,38300,38550,37450,37600,12471493,-0.029677419354838697
2019-01-04,37450,37600,36850,37450,14108958,-0.003989361702127714
2019-01-07,38000,38900,37800,38750,12748997,0.03471295060080104
2019-01-08,38000,39200,37950,38100,12756554,-0.01677419354838705
2019-01-09,38650,39600,38300,39600,17452708,0.03937007874015741
2019-01-10,40000,40150,39600,39800,14731699,0.005050505050504972
2019-01-11,40350,40550,39950,40500,11661063,0.017587939698492372
2019-01-14,40450,40700,39850,40050,11984996,-0.011111111111111072
2019-01-15,40050,41100,39850,41100,11492756,0.02621722846441954
2019-01-16,41150,41450,40700,41450,8491595,0.008515815085158085
2019-01-17,41700,42100,41450,41950,11736903,0.012062726176115701
2019-01-18,42000,42400,41950,42300,11029256,0.008343265792610355
2019-01-21,42700,42750,41900,42750,11355701,0.010638297872340496
2019-01-22,42750,42850,41850,42150,9964356,-0.01403508771929829
2019-01-23,41350,42250,41350,42000,11071079,-0.003558718861209953
2019-01-24,43050,43100,42350,43050,14747623,0.02499999999999991
2019-01-25,44300,44750,43750,44750,22789395,0.03948896631823451
2019-01-28,45000,45500,44600,45050,17998914,0.006703910614525244
2019-01-29,45050,45500,44350,45500,16215017,0.009988901220865598
2019-01-30,44800,46400,44800,46400,17505980,0.01978021978021971
2019-01-31,46650,47050,46150,46150,21621145,-0.0053879310344827624
2019-02-01,46650,46950,46250,46350,13832454,0.004333694474539573
2019-02-07,46800,47100,46200,46200,15872001,-0.003236245954692518
2019-02-08,45700,45700,44650,44800,12689196,-0.030303030303030276
2019-02-11,44500,45000,44250,45000,11125044,0.0044642857142858094
2019-02-12,44650,46250,44650,46050,13184367,0.023333333333333428
2019-02-13,46400,46700,46000,46200,11299738,0.0032573289902280145
2019-02-14,46600,47500,46150,47500,17259341,0.02813852813852824
2019-02-15,46750,46850,45650,46050,10554643,-0.030526315789473735
2019-02-18,46500,46850,45850,46200,8183728,0.0032573289902280145
2019-02-19,45850,46150,45450,45950,6741395,-0.005411255411255422
2019-02-20,46750,47100,46500,46900,11506720,0.020674646354733373
2019-02-21,46500,47200,46200,46950,8694009,0.0010660980810235365
2019-02-22,46500,47150,46450,47150,6895772,0.004259850905218299
2019-02-25,47400,47550,47050,47350,7484716,0.0042417815482502785
2019-02-26,47350,47450,46500,46750,7985547,-0.012671594508975703
2019-02-27,47000,47250,46750,46750,8045211,0.0
2019-02-28,46400,46500,45100,45100,23569321,-0.03529411764705881
2019-03-04,46000,46100,44800,44850,12926539,-0.005543237250554278
2019-03-05,44600,45100,44150,44250,10612405,-0.013377926421404673
2019-03-06,44000,44300,43700,44000,10202544,-0.005649717514124242
2019-03-07,43400,44950,43400,44450,11049749,0.010227272727272751
2019-03-08,44450,44800,43800,43800,7729069,-0.01462317210348707
2019-03-11,44400,44450,43650,43650,10717408,-0.003424657534246589
2019-03-12,44300,44950,44150,44650,11431977,0.02290950744558984
2019-03-13,44250,44450,43700,43850,8108343,-0.017917133258678608
2019-03-14,43700,44300,43550,43850,18039161,0.0
2019-03-15,43800,44250,43700,44200,16814163,0.007981755986316896
2019-03-18,43950,44150,43450,43700,8188876,-0.011312217194570096
2019-03-19,43750,43900,43550,43900,7609563,0.004576659038901587
2019-03-20,43800,44200,43100,44050,9846242,0.003416856492027387
2019-03-21,44600,46250,44050,45850,21138016,0.04086265607264483
2019-03-22,46850,47000,46250,46550,12535911,0.01526717557251911
2019-03-25,45300,45650,44800,45500,8699728,-0.022556390977443663
2019-03-26,45500,45700,44900,45250,9729811,-0.005494505494505475
2019-03-27,44750,45600,44250,45350,9568081,0.0022099447513812542
2019-03-28,44950,45200,44300,44850,6821306,-0.011025358324145529
2019-03-29,44500,44900,44200,44650,11491713,-0.004459308807134854
2019-04-01,45200,45450,44850,45050,7362129,0.008958566629339249
2019-04-02,45550,46100,45350,45750,9480688,0.015538290788013276
2019-04-03,46750,46750,45800,46600,12436570,0.01857923497267766
2019-04-04,46150,47100,46150,46950,12650168,0.007510729613734002
2019-04-05,46950,47550,46600,46850,8546339,-0.0021299254526091493
2019-04-08,47250,47250,46150,46650,8507909,-0.004268943436499417
2019-04-09,46700,46950,46200,46650,6878761,0.0
2019-04-10,46400,46700,46050,46700,11883995,0.001071811361200492
2019-04-11,46700,46800,46150,46250,13697399,-0.009635974304068484
2019-04-12,46050,46900,46000,46850,7668936,0.012972972972973063
2019-04-15,47150,47500,47000,47050,8733019,0.004268943436499528
2019-04-16,47400,47400,46800,47250,7730881,0.004250797024442088
2019-04-17,47300,47600,47000,47050,5513658,-0.004232804232804255
2019-04-18,47200,47250,45500,45600,12808747,-0.03081827842720508
2019-04-19,45750,46000,45250,45300,8479710,-0.006578947368421018
2019-04-22,45400,45900,45100,45350,6006957,0.001103752759381793
2019-04-23,45050,45500,45000,45200,6920566,-0.003307607497243681
2019-04-24,45400,45650,44150,44750,13299267,-0.009955752212389424
2019-04-25,44250,45000,44100,44650,10868965,-0.0022346368715083775
2019-04-26,44200,45000,43800,44850,9739982,0.004479283314669624
2019-04-29,45150,46150,45100,46150,8777517,0.02898550724637672
2019-04-30,46000,46300,45350,45850,11121273,-0.00650054171180936
2019-05-02,45500,46150,45400,45900,8625126,0.0010905125408942062
2019-05-03,45900,46050,45300,45300,6562916,-0.013071895424836555
2019-05-07,45250,45300,44400,44850,12014907,-0.009933774834437137
2019-05-08,44300,44850,44200,44250,10398754,-0.013377926421404673
2019-05-09,43900,44250,42450,42450,23029718,-0.04067796610169494
2019-05-10,42600,43450,42450,42900,14579512,0.010600706713780994
2019-05-13,42500,43200,42350,42650,7635079,-0.005827505827505797
2019-05-14,41300,43100,41300,42650,11563730,0.0
2019-05-15,42700,43050,42550,42550,7670185,-0.0023446658851113966
2019-05-16,42350,42400,41350,41550,13687828,-0.023501762632197387
2019-05-17,41950,42050,40850,41200,13357951,-0.008423586040914532
2019-05-20,41650,42100,41550,42000,15752397,0.01941747572815533
2019-05-21,42600,43950,42350,43150,18812133,0.027380952380952284
2019-05-22,43700,43800,42400,43500,11033339,0.008111239860950192
2019-05-23,43900,44000,43250,43850,12259006,0.008045977011494232
2019-05-24,43800,43800,42400,42700,13966305,-0.026225769669327215
2019-05-27,42500,43000,42350,42650,8066669,-0.0011709601873536313
2019-05-28,42550,42950,42150,42550,24506881,-0.0023446658851113966
2019-05-29,41850,42100,41300,41800,14930618,-0.01762632197414804
2019-05-30,42200,42700,42150,42550,11766018,0.017942583732057482
2019-05-31,42600,42800,42150,42500,11365999,-0.001175088131609825
2019-06-03,42950,43900,42500,43800,15466580,0.030588235294117583
2019-06-04,43400,43700,43000,43450,9913497,-0.007990867579908634
2019-06-05,44050,44200,43700,43900,12464135,0.010356731875719172
2019-06-07,43600,44350,43450,44200,11683682,0.006833712984054774
2019-06-10,44300,44850,44050,44800,8792182,0.013574660633484115
2019-06-11,44800,45000,44550,44850,6664872,0.0011160714285713969
2019-06-12,44800,45050,44300,44600,8607439,-0.005574136008918651
2019-06-13,44200,44400,43400,43750,16906541,-0.01905829596412556
2019-06-14,43750,44150,43300,44000,9322873,0.005714285714285783
2019-06-17,43750,44050,43400,43900,11890424,-0.002272727272727315
2019-06-18,43750,44500,43650,44350,7994928,0.010250569476081939
2019-06-19,45450,45450,45000,45350,10417690,0.022547914317925688
2019-06-20,44850,45500,44850,45500,7147785,0.00330760749724357
2019-06-21,45750,45800,45200,45700,9454913,0.00439560439560438
2019-06-24,45200,45800,45200,45500,6085066,-0.004376367614879695
2019-06-25,45200,45800,45200,45600,7076774,0.00219780219780219
2019-06-26,45800,46000,45600,45700,9226097,0.002192982456140413
2019-06-27,46000,46600,45750,46500,12603534,0.017505470459518557
2019-06-28,47000,47000,46700,47000,12949231,0.010752688172043001
2019-07-01,47350,47400,46250,46600,11383522,-0.008510638297872353
2019-07-02,46200,46900,45850,46250,8463073,-0.007510729613733891
2019-07-03,45750,46350,45200,45400,9669368,-0.018378378378378413
2019-07-04,45250,46200,45250,46000,6365573,0.013215859030837107
2019-07-05,45950,45950,45250,45650,7235395,-0.007608695652173925
2019-07-08,44750,44800,44350,44400,7823843,-0.027382256297918905
2019-07-09,44850,45450,44700,45100,7646421,0.015765765765765716
2019-07-10,45550,46150,45500,45550,9253930,0.009977827050997812
2019-07-11,46350,46550,46150,46200,10989751,0.014270032930845167
2019-07-12,46350,46400,45800,46300,5245804,0.0021645021645022577
2019-07-15,45950,46650,45750,46450,4717226,0.003239740820734305
2019-07-16,46450,46850,46300,46850,7407824,0.008611410118406937
2019-07-17,46150,46350,45950,46050,5216602,-0.01707577374599789
2019-07-18,46450,46450,45650,46100,5143554,0.0010857763300760048
2019-07-19,46650,46950,46600,46800,8819393,0.015184381778741818
2019-07-22,46800,47300,46600,47200,9009109,0.008547008547008517
2019-07-23,47350,47550,47050,47300,9061381,0.0021186440677967155
2019-07-24,47100,47150,46250,46400,8756522,-0.019027484143763207
2019-07-25,47150,47200,46600,47200,8408838,0.01724137931034475
2019-07-26,46650,47150,46550,47150,7873886,-0.0010593220338983578
2019-07-29,46800,47050,46000,46100,6856846,-0.022269353128313907
2019-07-30,46300,46850,46300,46550,5551014,0.009761388286334105
2019-07-31,46200,46600,45000,45350,12872916,-0.025778732545649885
2019-08-01,44900,45500,44850,45200,7811181,-0.003307607497243681
2019-08-02,44550,45500,44300,44950,12151374,-0.00553097345132747
2019-08-05,44350,44600,43600,43950,14214086,-0.022246941045606206
2019-08-06,42500,43800,42500,43500,15083824,-0.010238907849829393
2019-08-07,43600,43900,43100,43200,10002533,-0.006896551724137945
2019-08-08,43250,43500,42650,42650,16926881,-0.01273148148148151
2019-08-09,43250,43350,43050,43150,9685147,0.011723329425556761
2019-08-12,44000,44000,43550,43700,8466169,0.012746234067207318
2019-08-13,43500,43500,42950,43000,7276979,-0.016018306636155555
2019-08-14,43900,44250,43500,43700,8750135,0.016279069767441756
2019-08-16,43800,43900,43300,43900,9528115,0.004576659038901587
2019-08-19,44350,44350,43500,43600,6014218,-0.006833712984054663
2019-08-20,43950,44600,43550,44450,8434205,0.019495412844036775
2019-08-21,44350,44800,44150,44500,6571717,0.0011248593925758943
2019-08-22,44500,44700,43850,44050,8061177,-0.010112359550561778
2019-08-23,43800,44200,43650,43950,5017381,-0.002270147559591429
2019-08-26,43050,43800,42950,43600,7954949,-0.007963594994311762
2019-08-27,43650,44200,43600,44050,16883932,0.010321100917431103
2019-08-28,44100,44400,43750,44150,5758333,0.002270147559591429
2019-08-29,44200,44200,43050,43400,10768862,-0.016987542468856143
2019-08-30,43750,44300,43750,44000,9899073,0.01382488479262678
2019-09-02,44850,44850,43650,43800,7185537,-0.004545454545454519
2019-09-03,43550,43650,43100,43250,9774941,-0.01255707762557079
2019-09-04,43250,44100,43150,44100,12441837,0.01965317919075149
2019-09-05,44800,46100,44450,45700,18297430,0.03628117913832196
2019-09-06,46500,46500,45850,46300,9896562,0.013129102844638973
2019-09-09,46450,47000,46300,46900,9434157,0.012958963282937441
2019-09-10,47100,47200,46550,47000,9231792,0.002132196162046851
2019-09-11,47300,47400,46800,47150,16141619,0.0031914893617022155
2019-09-16,47000,47100,46400,47100,15550926,-0.0010604453870625141
2019-09-17,47000,47100,46800,46900,7006280,-0.00424628450106157
2019-09-18,46900,47700,46800,47700,10413027,0.017057569296375252
2019-09-19,48050,49200,47850,49150,16461413,0.03039832285115307
2019-09-20,49400,49600,49100,49200,15460210,0.0010172939979653517
2019-09-23,49250,49300,49000,49300,7568553,0.00203252032520318
2019-09-24,49050,49650,48850,49500,7871955,0.0040567951318457585
2019-09-25,49200,49350,48800,48900,9187141,-0.012121212121212088
2019-09-26,49000,49250,48900,49200,8494756,0.006134969325153339
2019-09-27,48000,48700,48000,48400,8048041,-0.016260162601625994
2019-09-30,48050,49250,47900,49050,9497119,0.013429752066115741
2019-10-01,48900,49100,48650,48850,6206035,-0.004077471967380175
2019-10-02,48350,48400,47600,47600,8382463,-0.025588536335721557
2019-10-04,47400,48650,47350,48000,9331695,0.008403361344537785
2019-10-07,48350,48700,47650,47750,7047273,-0.00520833333333337
2019-10-08,47900,49000,47600,48900,14239367,0.02408376963350789
2019-10-10,48200,49200,48000,48550,18639855,-0.007157464212678932
2019-10-11,49000,49450,48800,49150,7783275,0.012358393408856916
2019-10-14,50000,50300,49850,50000,11130635,0.01729399796541209
2019-10-15,49900,50200,49900,50100,6058105,0.0020000000000000018
2019-10-16,50700,50900,50400,50700,9136282,0.011976047904191711
2019-10-17,50500,50600,50100,50500,6701380,-0.0039447731755424265
2019-10-18,50300,50900,49650,49900,8483106,-0.011881188118811892
2019-10-21,49900,50400,49800,50300,4406531,0.008016032064128265
2019-10-22,50800,51500,50700,51200,10898729,0.017892644135188762
2019-10-23,51300,51500,50800,51200,8663880,0.0
2019-10-24,52500,52500,50500,50700,21185785,-0.009765625
2019-10-25,50800,51200,50500,50900,7879897,0.0039447731755424265
2019-10-28,50700,51500,50700,51300,6431522,0.007858546168958647
2019-10-29,51400,51700,50800,51100,7581629,-0.003898635477582846
2019-10-30,50700,50800,50200,50400,8959435,-0.013698630136986356
2019-10-31,51000,51400,50300,50400,10304777,0.0
2019-11-01,50600,51200,50400,51200,8467846,0.015873015873015817
2019-11-04,51700,52300,51400,52300,13012411,0.021484375
2019-11-05,52400,52700,52100,52700,10581034,0.007648183556405286
2019-11-06,52900,53500,52700,53300,14361133,0.011385199240986799
2019-11-07,53400,53400,52400,52900,9257116,-0.007504690431519689
2019-11-08,53200,53300,52000,52100,11603290,-0.015122873345935761
2019-11-11,52200,52200,51400,51600,8185952,-0.009596928982725572
2019-11-12,51800,52600,51600,52600,6576148,0.019379844961240345
2019-11-13,52500,52500,52000,52500,6225196,-0.0019011406844106071
2019-11-14,51900,52800,51900,52800,12010018,0.005714285714285783
2019-11-15,52900,53700,52600,53700,9703360,0.017045454545454586
2019-11-18,53600,53800,53200,53500,7746554,-0.003724394785847296
2019-11-19,53200,53500,52700,53500,8907177,0.0
2019-11-20,53400,53400,52000,52000,12560070,-0.028037383177570097
2019-11-21,51600,52100,50600,51000,14298646,-0.019230769230769273
2019-11-22,51000,51600,50900,51600,8478310,0.0117647058823529
2019-11-25,52200,52600,51700,51800,9050625,0.003875968992248069
2019-11-26,51900,52900,51800,51800,27372226,0.0
2019-11-27,51800,52300,51600,52200,7546261,0.007722007722007707
2019-11-28,51900,52100,51300,51300,6833885,-0.017241379310344862
2019-11-29,51200,51400,50200,50300,11179334,-0.01949317738791423
2019-12-02,50900,51300,50400,50400,18877252,0.001988071570576455
2019-12-03,49800,50300,49500,49900,12059812,-0.009920634920634885
2019-12-04,49600,49850,49000,49450,13246549,-0.009018036072144242
2019-12-05,50200,50400,49500,49500,10449715,0.0010111223458038054
2019-12-06,50100,50900,49950,50400,11414563,0.018181818181818077
2019-12-09,50900,51400,50700,51200,8470627,0.015873015873015817
2019-12-10,51000,51600,50700,51500,6882771,0.005859375
2019-12-11,51500,52200,51400,51900,11379521,0.007766990291262044
2019-12-12,53000,53300,52700,53300,29178697,0.026974951830443183
2019-12-13,54500,54800,53900,54700,18120261,0.026266416510319024
2019-12-16,54500,54900,54300,54700,11512405,0.0
2019-12-17,55800,56700,55400,56700,19358433,0.03656307129798897
2019-12-18,56700,57200,56000,56300,15558208,-0.007054673721340388
2019-12-19,57000,57300,55500,56000,14180520,-0.005328596802841923
2019-12-20,56100,56500,55600,56000,12095519,0.0
2019-12-23,56100,56400,55100,55500,9839252,-0.008928571428571397
2019-12-24,55600,55700,54800,55000,11868463,-0.009009009009009028
2019-12-26,54700,55400,54400,55400,9645034,0.0072727272727273196
2019-12-27,55700,56900,55500,56500,12313056,0.019855595667870096
2019-12-30,56200,56600,55700,55800,8356767,-0.012389380530973493
2020-01-02,55500,56000,55000,55200,12993228,-0.010752688172043001
2020-01-03,56000,56600,54900,55500,15422255,0.005434782608695565
2020-01-06,54900,55600,54600,55500,10278951,0.0
2020-01-07,55700,56400,55600,55800,10009778,0.00540540540540535
2020-01-08,56200,57400,55900,56800,23501171,0.017921146953405076
2020-01-09,58400,58600,57400,58600,24102579,0.03169014084507049
2020-01-10,58800,59700,58300,59500,16000170,0.015358361774743923
2020-01-13,59600,60000,59100,60000,11359139,0.008403361344537785
2020-01-14,60400,61000,59900,60000,16906295,0.0
2020-01-15,59500,59600,58900,59000,14300928,-0.01666666666666672
2020-01-16,59100,60700,59000,60700,14381774,0.028813559322034
2020-01-17,61900,62000,61000,61300,16025661,0.009884678747940745
2020-01-20,62000,62800,61700,62400,12528855,0.01794453507340954
2020-01-21,62000,62400,61200,61400,11142693,-0.01602564102564108
2020-01-22,60500,62600,60400,62300,15339565,0.014657980456026065
2020-01-23,61800,61800,60700,60800,14916555,-0.024077046548956704
2020-01-28,59400,59400,58300,58800,23664541,-0.03289473684210531
2020-01-29,59100,59700,58800,59100,16446102,0.005102040816326481
2020-01-30,58800,58800,56800,57200,20821939,-0.032148900169204686
2020-01-31,57800,58400,56400,56400,19749457,-0.013986013986013957
2020-02-03,55500,57400,55200,57200,23995260,0.014184397163120588
2020-02-04,57100,59000,56800,58900,21800192,0.029720279720279796
2020-02-05,60000,60200,58900,59500,19278165,0.01018675721561979
2020-02-06,60100,61100,59700,61100,14727159,0.026890756302520913
2020-02-07,61100,61200,59700,60400,16402493,-0.011456628477905073
2020-02-10,59200,59800,59100,59700,13107121,-0.011589403973509937
2020-02-11,59800,60700,59700,59900,11071231,0.003350083752093891
2020-02-12,60300,60700,59700,60500,12904207,0.01001669449081799
2020-02-13,61200,61600,60500,60700,18449775,0.0033057851239668423
2020-02-14,60900,61900,60200,61800,13276067,0.01812191103789118
2020-02-17,61600,62000,61200,61500,8740596,-0.004854368932038833
2020-02-18,60800,60900,59700,59800,16674266,-0.027642276422764178
2020-02-19,59800,60400,59400,60200,12951496,0.006688963210702337
2020-02-20,60700,61300,59600,60000,14591924,-0.0033222591362126463
2020-02-21,58800,59800,58500,59200,13777393,-0.013333333333333308
2020-02-24,57400,58100,56800,56800,25627537,-0.04054054054054057
2020-02-25,56200,58000,56200,57900,23885408,0.01936619718309851
2020-02-26,56000,57000,56000,56500,25483102,-0.024179620034542326
2020-02-27,56300,56900,55500,55900,23209541,-0.010619469026548645
2020-02-28,55000,55500,54200,54200,30054227,-0.030411449016100156
2020-03-02,54300,55500,53600,55000,30403412,0.014760147601476037
2020-03-03,56700,56900,55100,55400,30330295,0.0072727272727273196
2020-03-04,54800,57600,54600,57400,24765728,0.036101083032491044
2020-03-05,57600,58000,56700,57800,21698990,0.006968641114982521
2020-03-06,56500,57200,56200,56500,18716656,-0.02249134948096887
2020-03-09,54700,55000,53600,54200,30261485,-0.04070796460176995
2020-03-10,53800,54900,53700,54600,32106554,0.007380073800737907
2020-03-11,54300,54400,52000,52100,45707281,-0.045787545787545736
2020-03-12,51000,51900,49300,50800,48149999,-0.0249520153550864
2020-03-13,47450,51600,46850,49950,59462933,-0.0167322834645669
2020-03-16,50100,50900,48800,48900,33339821,-0.02102102102102099
2020-03-17,46900,49650,46700,47300,51218151,-0.03271983640081799
2020-03-18,47750,48350,45600,45600,40152623,-0.03594080338266381
2020-03-19,46400,46650,42300,42950,56925513,-0.058114035087719285
2020-03-20,44150,45500,43550,45400,49730008,0.057043073341094264
2020-03-23,42600,43550,42400,42500,41701626,-0.06387665198237891
2020-03-24,43850,46950,43050,46950,49801908,0.1047058823529412
2020-03-25,48950,49600,47150,48650,52735922,0.03620873269435565
2020-03-26,49000,49300,47700,47800,42185129,-0.0174717368961973
2020-03-27,49600,49700,46850,48300,39896178,0.010460251046025215
2020-03-30,47050,48350,46550,47850,26797395,-0.009316770186335366
2020-03-31,48000,48500,47150,47750,30654261,-0.002089864158829724
2020-04-01,47450,47900,45800,45800,27259532,-0.0408376963350785
2020-04-02,46200,46850,45350,46800,21621076,0.02183406113537112
2020-04-03,47400,47600,46550,47000,22784682,0.004273504273504258
2020-04-06,47500,48800,47250,48700,23395726,0.036170212765957555
2020-04-07,49650,50200,49000,49600,31524034,0.01848049281314168
2020-04-08,49600,49750,48600,48600,25010314,-0.020161290322580627
2020-04-09,49750,49800,48700,49100,22628058,0.010288065843621297
2020-04-10,48950,49250,48650,49250,17839111,0.003054989816700715
2020-04-13,48650,48900,48300,48300,14431800,-0.019289340101522834
2020-04-14,48800,49200,48300,49000,14206216,0.01449275362318847
2020-04-16,49350,49350,48550,49000,23349760,0.0
2020-04-17,50800,52000,50300,51400,32041675,0.048979591836734615
2020-04-20,51400,51400,50000,50100,21866354,-0.02529182879377434
2020-04-21,49400,49700,48700,49250,27407543,-0.01696606786427146
2020-04-22,48700,50000,48350,49850,18613864,0.012182741116751217
2020-04-23,50200,50300,49500,49850,18754442,0.0
2020-04-24,49650,49750,49000,49350,15618347,-0.010030090270812475
2020-04-27,49350,50000,49100,49850,14049471,0.010131712259371817
2020-04-28,49850,50100,49300,50100,16095399,0.005015045135406293
2020-04-29,49900,50500,49600,50000,15604533,-0.001996007984031989
2020-05-04,48900,49100,48500,48500,26083749,-0.030000000000000027
2020-05-06,49000,49200,48500,49200,18070225,0.014432989690721598
2020-05-07,49200,49300,48700,48800,13884411,-0.008130081300813052
2020-05-08,49100,49350,48800,48800,15319700,0.0
2020-05-11,48900,49250,48300,48400,16357743,-0.008196721311475419
2020-05-12,48400,48500,47550,47900,23433590,-0.010330578512396715
2020-05-13,47250,48550,47200,48550,20223277,0.013569937369519725
2020-05-14,47750,48100,47650,48000,19305974,-0.011328527291452062
2020-05-15,48400,48450,47700,47850,18463118,-0.0031250000000000444
2020-05-18,47950,49100,47600,48800,20481981,0.01985370950888199
2020-05-19,50100,50500,49700,50300,25168295,0.03073770491803285
2020-05-20,50000,50200,49800,50000,14896899,-0.005964214711729587
2020-05-21,50300,50400,49850,49950,14949266,-0.0010000000000000009
2020-05-22,49600,49800,48600,48750,19706284,-0.024024024024024038
2020-05-25,48750,48900,48450,48850,14337913,0.002051282051282133
2020-05-26,48700,49450,48600,49250,15127490,0.008188331627430934
2020-05-27,48950,50000,48800,49900,19548479,0.013197969543147225
2020-05-28,51100,51200,49900,50400,31309318,0.01002004008016022
2020-05-29,50000,50700,49700,50700,27596961,0.005952380952380931
2020-06-01,50800,51200,50600,51200,16949183,0.009861932938856066
2020-06-02,51000,51500,50800,51400,14247933,0.00390625
2020-06-03,51800,55000,51700,54500,49257814,0.060311284046692615
2020-06-04,55800,57000,54600,54600,40220334,0.0018348623853210455
2020-06-05,54400,55900,54000,55500,22743629,0.016483516483516425
2020-06-08,56400,56500,54700,54900,25634965,-0.010810810810810811
2020-06-09,55800,56500,54400,55500,23998831,0.010928961748633892
2020-06-10,55100,55900,54900,55400,16742493,-0.0018018018018017834
2020-06-11,54500,55100,53200,54300,33815123,-0.019855595667869985
2020-06-12,52100,52800,51500,52300,26976019,-0.036832412523020275
2020-06-15,51400,52000,49900,49900,28772921,-0.04588910133843216
2020-06-16,51200,52100,50600,52100,21808375,0.044088176352705455
2020-06-17,52100,52900,51300,52200,26672595,0.0019193857965451588
2020-06-18,52200,52300,51600,52300,15982926,0.0019157088122605526
2020-06-19,52600,52900,51600,52900,18157985,0.011472275334607929
2020-06-22,52000,52600,51800,52000,13801350,-0.017013232514177745
2020-06-23,52500,52800,51100,51400,18086152,-0.011538461538461497
2020-06-24,51900,53900,51600,52900,24519552,0.029182879377431803
2020-06-25,52100,53000,51900,51900,18541624,-0.018903591682419618
2020-06-26,52800,53900,52200,53300,21575360,0.026974951830443183
2020-06-29,52500,53200,52000,52400,17776925,-0.016885553470919357
2020-06-30,53900,53900,52800,52800,21157172,0.007633587786259444
2020-07-01,53400,53600,52400,52600,16706143,-0.0037878787878787845
2020-07-02,52100,52900,52100,52900,14142583,0.005703422053231932
2020-07-03,53000,53600,52700,53600,11887868,0.013232514177693666
2020-07-06,54000,55000,53800,55000,19856623,0.026119402985074647
2020-07-07,55800,55900,53400,53400,30760032,-0.029090909090909056
2020-07-08,53600,53900,52900,53000,19664652,-0.0074906367041198685
2020-07-09,53200,53600,52800,52800,17054850,-0.0037735849056603765
2020-07-10,53100,53200,52300,52700,13714746,-0.0018939393939394478
2020-07-13,53300,53800,53100,53400,12240188,0.013282732447817747
2020-07-14,53700,53800,53200,53800,14269484,0.0074906367041198685
2020-07-15,54400,55000,54300,54700,24051450,0.016728624535315983
2020-07-16,54800,54800,53800,53800,16779127,-0.01645338208409508
2020-07-17,54200,54700,54100,54400,10096174,0.011152416356877248
2020-07-20,54800,54800,54000,54200,10507530,-0.003676470588235281
2020-07-21,55200,55400,54800,55300,18297260,0.02029520295202958
2020-07-22,55300,55500,54700,54700,12885057,-0.010849909584086825
2020-07-23,54700,54700,53800,54100,16214932,-0.010968921389396757
2020-07-24,54000,54400,53700,54200,10994535,0.001848428835489857
2020-07-27,54300,55700,54300,55600,21054421,0.02583025830258312
2020-07-28,57000,58800,56400,58600,48431566,0.05395683453237421
2020-07-29,60300,60400,58600,59000,36476611,0.006825938566553003
2020-07-30,59700,60100,59000,59000,19285354,0.0
2020-07-31,59500,59600,57700,57900,21943345,-0.01864406779661021
